 ,TCGA-A3-3308-01A-01T-0860-13,TCGA-A3-3311-01A-01T-0860-13,TCGA-A3-3313-01A-01T-0860-13,TCGA-A3-3316-01A-01T-0860-13,TCGA-A3-3317-01A-01T-0860-13,TCGA-A3-3319-01A-01T-0860-13,TCGA-A3-3320-01A-01T-0860-13,TCGA-A3-3322-01A-01T-0860-13,TCGA-A3-3323-01A-01T-0860-13,TCGA-A3-3324-01A-01T-0860-13,TCGA-A3-3331-01A-01T-0860-13,TCGA-A3-3347-01A-02R-1324-13,TCGA-A3-3349-01A-01T-1187-13,TCGA-A3-3351-01A-02R-1324-13,TCGA-A3-3362-01A-02R-1324-13,TCGA-A3-3363-01A-01T-0860-13,TCGA-A3-3365-01A-01T-0860-13,TCGA-A3-3372-01A-01T-0860-13,TCGA-A3-3374-01A-01T-0860-13,TCGA-A3-3378-01A-01T-0860-13,TCGA-A3-3380-01A-01T-0860-13,TCGA-A3-3382-01A-01T-0860-13,TCGA-AK-3427-01A-01T-0860-13,TCGA-AK-3429-01A-02R-1324-13,TCGA-AK-3436-01A-02R-1324-13,TCGA-AK-3440-01A-02R-1276-13,TCGA-AK-3443-01A-01T-0860-13,TCGA-AK-3451-01A-02T-1187-13,TCGA-AK-3455-01A-01T-0860-13,TCGA-AK-3456-01A-02R-1324-13,TCGA-AK-3465-01A-02R-1324-13,TCGA-AS-3777-01A-01T-0860-13,TCGA-B0-4838-01A-01R-1304-13,TCGA-B0-4839-01A-01R-1304-13,TCGA-B0-5077-01A-01R-1333-13,TCGA-B0-5081-01A-01R-1333-13,TCGA-B2-3923-01A-02R-1324-13,TCGA-B2-3924-01A-02R-1324-13,TCGA-B2-4098-01A-02R-1324-13,TCGA-B2-4099-01A-02T-1187-13,TCGA-B2-4102-01A-02R-1324-13,TCGA-B8-4143-01A-01T-1187-13,TCGA-B8-4148-01A-02R-1324-13,TCGA-B8-4151-01A-01T-1187-13,TCGA-B8-4154-01A-01T-1187-13,TCGA-B8-4619-01A-01R-1187-13,TCGA-B8-4620-01A-01R-1187-13,TCGA-BP-4158-01A-02R-1288-13,TCGA-BP-4159-01A-02R-1288-13,TCGA-BP-4160-01A-02R-1288-13,TCGA-BP-4161-01A-02R-1324-13,TCGA-BP-4162-01A-02R-1324-13,TCGA-BP-4163-01A-02R-1324-13,TCGA-BP-4164-01A-02R-1324-13,TCGA-BP-4165-01A-02R-1288-13,TCGA-BP-4166-01A-02R-1288-13,TCGA-BP-4167-01A-02R-1324-13,TCGA-BP-4169-01A-02R-1288-13,TCGA-BP-4174-01A-02R-1288-13,TCGA-BP-4176-01A-02R-1288-13,TCGA-BP-4325-01A-02R-1288-13,TCGA-BP-4326-01A-01R-1288-13,TCGA-BP-4327-01A-01R-1288-13,TCGA-BP-4329-01A-02R-1288-13,TCGA-BP-4330-01A-01R-1288-13,TCGA-BP-4332-01A-01R-1288-13,TCGA-BP-4334-01A-01R-1288-13,TCGA-BP-4335-01A-01R-1288-13,TCGA-BP-4337-01A-01R-1288-13,TCGA-BP-4338-01A-01R-1288-13,TCGA-BP-4341-01A-01R-1288-13,TCGA-BP-4342-01A-01R-1288-13,TCGA-BP-4343-01A-02R-1288-13,TCGA-BP-4344-01A-01R-1288-13,TCGA-BP-4345-01A-01R-1288-13,TCGA-BP-4346-01A-01R-1288-13,TCGA-BP-4347-01A-01R-1288-13,TCGA-BP-4351-01A-01R-1288-13,TCGA-BP-4352-01A-01R-1288-13,TCGA-BP-4353-01A-02R-1288-13,TCGA-BP-4354-01A-02R-1288-13,TCGA-BP-4355-01A-01R-1288-13,TCGA-BP-4756-01A-01R-1288-13,TCGA-BP-4758-01A-01R-1288-13,TCGA-BP-4762-01A-02R-1288-13,TCGA-BP-4763-01A-01R-1288-13,TCGA-BP-4765-01A-01R-1288-13,TCGA-BP-4766-01A-01R-1288-13,TCGA-BP-4768-01A-01R-1288-13,TCGA-BP-4769-01A-01R-1288-13,TCGA-BP-4775-01A-01R-1288-13,TCGA-BP-4777-01A-01R-1288-13,TCGA-BP-4781-01A-01R-1304-13,TCGA-BP-4798-01A-01R-1304-13,TCGA-BP-4799-01A-01R-1304-13,TCGA-BP-4803-01A-01R-1304-13,TCGA-BP-4962-01A-01R-1333-13,TCGA-BP-4963-01A-01R-1333-13,TCGA-BP-4972-01A-01R-1333-13,TCGA-BP-4983-01A-01R-1333-13,TCGA-BP-4991-01A-01R-1333-13,TCGA-BP-5004-01A-01R-1333-13,TCGA-CJ-4634-01A-01R-1187-13,TCGA-CJ-4636-01A-01R-1187-13,TCGA-CJ-4637-01A-01R-1187-13,TCGA-CJ-4638-01A-01R-1187-13,TCGA-CJ-4639-01A-01R-1187-13,TCGA-CJ-4640-01A-01R-1187-13,TCGA-CJ-4641-01A-01R-1187-13,TCGA-CJ-4643-01A-01R-1187-13,TCGA-CJ-4644-01A-01R-1187-13,TCGA-CJ-4871-01A-01R-1304-13,TCGA-CJ-4872-01A-01R-1304-13,TCGA-CJ-4873-01A-01R-1304-13,TCGA-CJ-4884-01A-01R-1304-13,TCGA-CJ-4885-01A-01R-1304-13,TCGA-CJ-4886-01A-01R-1304-13,TCGA-CJ-4892-01A-01R-1304-13,TCGA-CJ-4893-01A-01R-1304-13,TCGA-CJ-4894-01A-01R-1304-13,TCGA-CZ-4861-01A-01R-1304-13,TCGA-CZ-4862-01A-01R-1304-13
hsa-mir-34c,0.32981,0.229746,5.908117,-0.303238,0.16685,0.388722,-0.581287,-0.543957,-0.581287,0.249471,-0.415812,0.699502,-0.476553,-0.500316,-0.535718,0.009453,-0.237955,0.026527,-0.033416,-0.364888,-0.255299,1.399321,-0.4106,-0.387416,-0.486194,-0.581287,-0.581287,-0.388693,-0.166003,0.396781,-0.08641,-0.405443,-0.51585,-0.376155,-0.467603,1.253802,-0.232541,-0.449322,2.156618,-0.444511,-0.581287,-0.199278,-0.581287,-0.273763,-0.485519,-0.167463,4.604293,-0.504697,-0.522468,-0.366496,-0.581287,-0.421108,-0.523797,-0.442049,-0.36847,0.001089,0.037,-0.513615,-0.31176,-0.330161,-0.581287,-0.179401,0.535724,-0.46352,-0.156084,-0.413202,-0.581287,-0.182279,-0.253975,2.007533,0.565055,-0.343494,3.619001,-0.504057,0.697189,-0.347416,-0.505687,0.174268,4.721874,-0.256952,-0.581287,0.432907,0.193866,-0.258849,0.008348,-0.236672,-0.518577,-0.581287,-0.469086,0.063097,-0.513691,-0.384708,0.670211,-0.029089,-0.212466,0.232737,-0.107513,0.546434,-0.121874,0.411129,-0.15162,-0.294498,-0.478875,-0.508687,-0.143431,0.120964,-0.222002,-0.338668,0.240599,-0.528459,-0.581287,-0.338392,-0.39762,-0.581287,-0.346024,-0.330426,-0.309259,-0.304751,0.144536,-0.35088,-0.457158,0.188037
hsa-mir-3605,0.247038,0.486435,0.981761,-0.140831,0.020575,0.3406,-0.398268,2.794235,1.883904,1.607055,0.121874,0.106125,-1.194303,1.303717,1.288397,-1.400753,0.646438,0.210197,-0.635496,1.403075,-0.382477,-0.711015,-1.102384,-0.04373,-1.1313,-1.924821,0.142854,0.783247,-1.086494,1.953878,-1.280647,-1.364921,0.28852,0.402902,-0.622741,0.130452,-1.863961,-1.475973,-0.307305,-0.059381,2.702339,1.135078,1.370736,-0.176564,0.658548,2.642537,0.95175,-0.832175,-0.366912,0.043745,1.48277,0.18121,0.465561,0.568966,-0.90733,-0.893286,-0.862813,-0.082387,0.022251,0.008216,0.72224,0.189964,-0.367845,0.033557,-0.613304,-0.077518,-1.605805,0.779852,-1.565178,0.408184,-0.395792,-1.989076,0.921156,-0.297745,0.145543,-0.938612,0.556022,-0.705376,2.591466,-0.611422,0.215637,0.258796,-0.290513,-0.9327,-0.61873,-0.508516,-1.090436,0.70498,0.020177,-1.913027,-0.656527,-0.095938,-0.513929,0.144545,1.069955,1.497924,-0.788045,-0.485979,-0.875751,1.100038,-1.045947,-1.448736,-0.351729,-0.415223,-0.331622,-0.560325,0.477499,-0.47891,0.175603,-0.291391,-0.036549,-0.476883,-0.186122,2.642745,0.263049,-0.644805,0.35015,-0.199128,0.334588,-0.958143,0.472258,1.158635
hsa-mir-3607,-0.572119,-1.177854,3.445488,0.478424,-0.351528,-1.179868,-0.515565,-0.116599,-0.604403,1.211966,-0.3766,-0.372687,-1.280904,0.352214,-0.776845,-0.93124,-0.105167,-0.660298,4.95471,-0.984036,0.166434,1.584702,1.50249,1.801545,0.998514,2.418642,0.186347,0.244714,-0.561215,0.978524,0.751403,1.309077,0.238161,0.916485,-1.053272,-0.757562,3.509974,-0.013495,0.857211,-0.530834,-0.723969,-0.728595,0.234104,0.791004,-0.619371,0.99662,0.846068,0.246057,-0.604719,0.472718,-0.085677,0.921543,-0.241451,0.284439,-0.555512,-0.690779,-0.607038,-1.066923,0.453381,1.58061,0.701363,-0.72073,-0.25687,-0.303289,-1.02555,-1.086771,1.583382,0.450104,0.620373,0.228035,-0.857261,-0.735458,-0.357922,-0.241746,-0.89997,-0.243251,-0.44212,-0.280527,-0.388289,0.459625,-0.955292,-0.873003,-0.103819,-0.678838,-0.908599,0.439405,-1.011285,0.011479,-0.525502,-1.270186,-0.523134,-0.637172,0.139997,-0.341628,1.298069,-0.61347,-0.492775,-0.731668,-0.995655,-0.941532,-1.051643,-0.554655,-0.643765,0.432715,-0.931483,0.161825,-0.680648,-0.454869,-0.260092,-0.722732,0.632537,0.421948,-0.413065,1.223433,1.100479,-0.107905,-0.670142,0.750284,0.201114,-0.171371,-0.090595,-0.547332
hsa-mir-361,-0.781555,-1.120136,0.368927,0.366984,-0.78399,-1.468729,-0.150811,-1.049228,-0.783399,-1.497818,-0.811854,-0.196934,-0.951415,-0.350312,-0.47296,-2.327899,-1.044819,-0.050745,-0.160682,-1.446031,0.470008,0.270005,-1.673273,0.083213,0.477366,-1.4004,-1.996877,-1.000337,-0.360309,-0.932216,-1.312473,-1.340212,-0.871959,-0.031176,0.454471,0.620374,-1.568408,-0.229813,-0.90836,-0.891159,-0.4538,-0.857404,0.976742,-0.28041,0.7501,-1.832418,1.902056,-0.058032,-0.411543,0.060168,0.232596,-0.017389,-0.126503,3.330921,0.381526,1.636008,0.163471,-0.344301,-0.214661,0.293011,1.552183,3.660666,1.918669,0.54981,0.985682,-0.385281,-0.488601,-0.138877,0.125768,1.011051,-0.027004,0.869738,0.336228,-0.001044,0.077404,0.405737,-0.034707,0.730284,-0.325979,-0.025777,0.112069,-0.234544,-0.328332,0.393368,-0.059049,0.844737,0.02733,2.197812,0.533908,-1.674918,2.260021,0.779451,0.800378,0.232539,-1.147437,0.359592,1.607288,-0.06715,0.688468,0.923765,-0.347271,0.327297,0.336113,-0.903444,-0.37031,-0.554357,1.001423,-0.251468,-0.390068,-0.74248,-0.805064,-0.222758,-0.306569,0.636513,0.278517,-0.648249,0.528738,0.574334,2.398086,0.564721,0.204595,1.371255
hsa-mir-3613,4.109694,-0.536899,1.468981,1.965503,2.366617,-0.777794,0.94668,0.910621,0.72837,0.975633,1.703433,-0.426449,0.395359,-0.343765,-0.798866,-1.035857,0.441458,0.305611,-0.420027,1.691269,0.655994,0.312603,-0.979772,-0.442391,-0.455502,-1.392006,-1.112507,-0.820251,2.148142,-0.276731,-0.466292,-0.470146,-0.632377,-0.09185,-0.306575,-0.70297,-1.274046,-1.193335,-0.52922,-1.085149,-0.166312,-1.00242,-0.73184,-0.928845,-1.555279,-1.542085,-0.812387,0.141544,1.017721,-0.297897,-0.531514,-0.326745,-1.313562,-0.725316,0.155709,0.194731,1.149792,-0.541147,0.0059,0.088733,1.296194,0.692632,0.50872,-0.318964,-0.519785,0.288386,-0.431926,1.231305,0.628546,-1.08996,0.543245,-1.384043,-0.577162,1.882895,2.540957,-0.380458,0.292485,-0.226607,-0.053017,0.483702,1.621365,0.341421,1.692013,0.801801,-1.385071,0.159783,0.814883,0.794475,-0.170129,-0.38912,0.537165,1.3217,-0.418437,0.674483,0.097466,-0.336696,0.524453,-0.744256,-1.255986,-0.74162,-0.887101,-0.908502,-0.260556,-0.374724,-0.85934,1.397479,-1.212719,-1.012052,-0.701796,-1.371527,-0.770881,-0.265485,0.295181,1.86529,-0.824542,-0.545624,0.115533,1.084877,-0.586123,0.408792,-0.239631,-0.527357
hsa-mir-3615,-0.897435,0.344826,1.883134,0.891596,0.637831,-0.377001,1.67308,0.523194,-0.256132,-0.343932,-0.837136,0.835242,1.520588,1.297286,0.178352,-1.569455,-0.050017,3.093068,-0.761243,0.345919,0.161762,-0.445698,-1.065865,-0.711467,-0.727775,-1.376189,-1.046155,-0.811823,-0.752625,1.053879,-0.109382,-1.569455,-0.024939,-0.56076,0.77842,0.51293,-0.8835,-0.985434,-1.144305,-0.358829,1.602527,-1.287688,0.39446,-0.435315,2.386257,-0.958987,-0.449986,-0.665572,-0.00761,0.542929,0.939618,-0.624276,-0.042896,0.073765,-0.784593,-0.776427,-0.556023,-0.970478,0.816166,1.394212,-0.87652,1.513404,-0.670655,-0.353355,0.043486,-0.412321,-1.001329,1.079298,-0.845185,-1.569455,1.00097,-0.166296,0.387243,-0.202305,0.9452,-0.419443,-0.900308,-0.614096,-0.300835,0.982308,1.018559,0.026413,0.14579,-0.482239,-0.699633,3.514263,-0.829383,1.530689,-0.245315,-0.568837,-0.372859,1.330454,1.471335,-0.405746,1.695028,0.613886,-1.336487,-0.618827,-0.36462,2.334544,-0.090495,-1.28741,0.243479,0.144124,0.755856,-1.273469,-1.304449,-0.137822,1.461635,-1.10187,0.876949,-1.330578,-1.027569,1.031779,-0.412598,0.35489,-0.231813,-0.427218,-0.855638,0.469904,0.261689,-0.150834
hsa-mir-362,-0.256605,-0.76856,3.928105,-0.239772,0.476141,-0.616358,-0.138692,-0.521321,-0.808007,1.237456,-0.011789,-0.954499,0.163037,-0.268821,-0.082959,-0.54917,-0.374272,-0.190914,2.090033,0.620742,-0.239319,-0.253364,2.33959,0.036171,-0.824381,1.665281,4.109798,0.02019,0.282523,1.897171,0.415794,3.952462,0.386599,0.361759,0.795703,-0.090302,2.029803,-0.007764,-0.272089,-0.450907,-0.62718,-1.095082,-0.633479,-0.792651,0.635624,-0.837785,-0.750216,-0.102391,-0.532137,-0.652587,-0.422601,-0.774343,-0.739278,-0.072739,0.463601,2.134136,-0.872002,-0.78084,-0.462391,0.121932,-0.282104,-0.696268,0.313732,-0.699356,-0.018274,-0.778429,0.737173,-0.093005,-0.453169,-0.696129,1.581169,-0.138355,-0.758306,-0.166404,-0.454573,0.214281,0.026796,-0.615459,0.336114,-0.357437,-0.814233,-0.716939,3.053247,-0.09243,-0.149939,-0.52127,-0.575337,0.434054,-0.644475,-0.74754,0.954204,0.684783,-0.811271,-0.256104,-0.529851,-0.844263,0.721002,0.185792,-0.139118,0.105646,-0.380079,1.632255,0.034745,-0.748038,-0.606743,-0.754307,-0.67611,-0.385346,-0.840524,-0.528001,0.050017,-0.422878,-0.620008,-0.752216,-0.485568,-0.658778,-0.455257,-0.047943,-0.617782,0.558042,-0.641106,-1.048412
hsa-mir-363,-0.564114,-0.865605,1.756169,-1.024176,-0.754453,-0.059287,-1.095103,-0.996569,-1.141056,-0.479436,-0.461671,-0.206964,-0.030049,-0.56828,-0.49188,-0.685927,0.569609,-0.375566,-0.598163,-0.979153,0.166682,-1.002129,-1.216145,1.610547,-0.687458,-0.56683,-1.338717,-0.956378,-0.734646,0.361835,-0.291159,-0.722818,0.517063,-0.491548,3.143795,1.24846,-0.790193,-0.351947,-0.211843,0.480392,-0.897359,-0.658989,-0.898768,-0.836023,-0.807958,-1.299836,2.031424,-0.838392,-0.936929,-0.125509,-0.321875,-0.135441,-0.933691,0.002415,-0.301143,0.198987,-0.089276,2.312042,1.964855,0.343079,-0.783345,-0.215278,0.7547,-0.068637,-0.152466,0.718874,-1.007137,-0.38696,-0.042025,-0.515374,-0.135901,-0.128264,-0.532413,0.609743,0.910483,-0.006686,0.227797,3.848173,-0.671139,2.519693,0.07566,-0.306699,0.857067,-0.057125,0.298989,-0.133151,0.187004,-0.702796,-0.518375,-0.829537,-0.004606,0.657702,1.093936,1.359953,0.122028,-0.840034,-0.091795,1.334789,2.78148,-0.810306,0.176261,0.70021,1.743796,-0.183189,-0.910125,-0.908798,2.76767,-0.611927,-0.868423,-0.420577,1.809757,-0.163539,0.018973,-0.402585,0.167072,-0.367368,-0.317853,0.516137,0.277013,1.709812,-0.940554,-0.096684
hsa-mir-3647,0.706219,0.094602,2.498511,-0.541067,1.54041,0.03207,2.740028,0.01119,-0.051271,1.158707,1.758396,-0.715827,-0.732694,-0.591559,-0.879483,-1.023084,3.333484,2.14521,3.103578,0.05753,1.455604,0.47285,3.845445,-0.491721,-0.479661,0.364422,0.337705,-1.074805,1.304114,-0.053246,-0.630472,0.980514,-0.235939,0.835994,1.221785,1.461047,1.081421,-0.270839,0.613015,-0.462264,-1.066701,0.12974,-0.368199,-0.589266,-1.279845,0.711749,0.785106,-0.700882,-0.95473,-0.810939,-0.71945,-0.152095,-0.727084,-0.441488,-0.045019,-0.513875,-0.408711,-0.902699,-0.100129,-0.262536,-1.038482,-1.051317,-0.11683,-0.829764,-0.847633,-0.59208,1.701407,-0.494114,-0.235409,-0.666666,-0.455643,-0.167186,-0.839223,-0.9105,-0.467687,-0.574889,-1.191254,0.243242,2.314748,0.132209,0.131348,-0.570456,-0.389981,-0.968692,0.279132,0.079977,-1.043259,-0.816022,-0.038379,-1.187269,0.570252,-0.303188,-0.736428,0.547135,0.717938,-0.992061,0.438174,0.026306,0.681045,1.756925,0.24688,-0.608112,-0.60823,-0.391172,-0.754363,0.217864,-0.858552,-1.104709,-0.677303,-0.687762,-0.353077,-0.136087,0.062652,-0.819371,-0.513534,-0.381591,-0.787565,-0.21629,0.368573,-0.104178,0.042109,-0.534473
hsa-mir-3648,1.29341,0.150055,0.246258,-0.588152,-0.247862,-0.540062,-0.883406,1.019342,-0.883406,-0.883406,-0.180551,-0.636126,-0.438548,-0.023592,-0.883406,-0.345726,-0.336541,0.149272,0.571023,-0.883406,0.224305,-0.398061,7.635266,0.351797,-0.883406,-0.466052,-0.38116,-0.610725,-0.001444,-0.694572,-0.883406,-0.883406,-0.04957,-0.592972,0.203061,1.51492,-0.142755,-0.322882,0.034695,-0.738166,-0.883406,-0.274936,-0.255106,-0.72013,-0.273244,3.510896,-0.346191,0.255211,-0.133902,-0.427242,-0.341578,0.307231,0.21545,0.003718,-0.657421,-0.597985,-0.883406,-0.739687,0.452218,0.716586,0.114179,0.311505,-0.883406,0.117028,-0.36739,-0.526434,-0.883406,0.387687,-0.535841,-0.405317,-0.59126,-0.715068,-0.413912,-0.391352,0.172493,-0.386721,1.043272,0.606593,0.029779,1.183021,0.048053,-0.021846,-0.883406,0.290503,-0.704515,-0.395487,-0.084322,0.604303,0.308031,-0.595298,0.839275,-0.048435,0.68005,-0.548339,2.249738,-0.254756,-0.380316,-0.028048,-0.232953,2.980616,0.181187,0.943802,-0.665907,0.195887,-0.139487,-0.670348,0.451903,-0.196389,0.207522,-0.32244,-0.296411,-0.023655,-0.623364,0.721538,1.115158,0.075574,0.272037,-0.648489,-0.369583,0.421467,0.434698,-0.27071
hsa-mir-365-1,-0.495336,-1.048947,-0.714711,-0.01781,-0.804054,-0.765954,-1.092492,-0.894303,-0.564033,-1.055528,-0.97165,1.189785,-0.228049,-0.815016,-0.636508,-1.380615,-1.236692,-1.158315,0.669249,-0.67916,-0.837652,-0.791635,-1.308772,-0.78316,0.246709,-0.631206,-1.155005,-0.541952,-1.198892,-0.252317,-0.751309,-0.393482,-0.293476,0.000689,0.173546,2.692876,-0.137933,-0.706932,1.914893,-0.834263,-0.17043,-0.042358,0.030187,-0.275989,-1.069142,-0.243391,-0.228803,-0.01105,0.340822,-0.433212,0.222064,-0.291824,1.465753,-0.174071,-0.240983,-0.270691,0.633344,0.377575,0.597386,0.628456,0.969604,3.805238,1.75152,0.306258,-0.479562,-0.325691,0.029186,0.455458,0.208336,0.727912,-0.166139,-0.927588,0.527965,0.113166,1.146194,-0.58179,0.564531,0.257235,5.783146,-0.120361,1.873583,-0.085903,-0.282056,-1.09451,-0.805439,-0.082563,-0.096526,1.160797,-0.022281,-0.474536,-0.114243,1.342526,-0.373043,0.34337,-0.467526,0.015712,0.949897,-0.184902,0.944754,2.212142,-0.210662,1.067162,0.168051,-0.298252,-0.5066,0.653429,-0.611595,-0.229932,-0.719874,-0.698117,0.016364,1.028424,0.200008,0.157034,0.754644,-0.664999,-0.227898,-0.111661,-0.200053,-0.785943,0.929775,-1.067413
hsa-mir-365-2,-0.352179,-1.060925,-0.753002,0.154704,-1.063763,-0.600303,-1.124267,-0.839819,-0.878013,-0.982618,-1.001581,1.598653,-0.486502,-0.879799,-0.272743,-1.353577,-1.281134,-1.143973,0.577728,-0.917105,-0.985632,-0.791599,-1.230066,-0.74932,0.527522,-0.608809,-1.068968,-0.508477,-1.180549,-0.130034,-0.565326,-0.450368,-0.11546,-0.011761,0.365237,2.197198,-0.803187,-0.588912,2.891773,-0.974842,-0.154581,-0.282633,-0.19291,-0.377067,-1.061291,0.071476,-0.381155,0.056517,0.381783,-0.526735,-0.033081,-0.167061,1.278367,-0.141227,-0.361821,-0.21106,1.103118,0.401245,-0.024133,0.285822,0.977822,3.874202,2.281485,0.143421,-0.424965,-0.336174,0.277558,0.158068,0.396235,1.265956,-0.302583,-0.763238,0.855347,0.085212,1.118537,-0.504703,0.792739,0.028989,5.238344,0.075599,1.343901,-0.262951,-0.561722,-1.124668,-0.820765,-0.506484,0.121639,0.868181,-0.162899,-0.425175,-0.290863,1.217409,-0.349227,0.280043,-0.437302,-0.056224,0.910439,-0.027873,1.113781,1.952735,-0.102593,0.987061,-0.174262,-0.424297,-0.454525,1.29389,-0.666258,-0.154111,-0.4847,-0.531582,0.130802,0.971358,0.333336,-0.128647,1.118101,-0.692497,-0.047542,-0.080071,0.023254,-0.707464,0.510488,-0.961347
hsa-mir-3653,0.039367,0.320571,1.249534,1.003942,1.480661,0.490037,4.531613,0.08036,1.081269,0.799779,3.019043,-0.353004,-0.439883,-0.357316,-0.408909,0.472803,4.831074,3.716868,1.403872,0.199704,0.909583,0.67982,1.374079,-0.369469,-0.39892,-0.200335,1.148034,-0.429834,0.842173,-0.366654,-0.345106,5.281693,-0.391473,-0.385867,-0.258052,-0.088792,-0.235931,-0.431132,-0.330383,-0.435699,-0.434022,-0.425192,-0.317159,-0.408454,-0.424939,-0.226168,-0.346019,-0.391682,-0.42388,-0.331551,-0.377938,-0.354555,-0.422743,-0.36398,-0.435679,-0.45343,-0.331323,-0.447926,-0.390284,-0.27684,-0.377947,-0.390032,-0.231522,-0.357741,-0.356142,-0.447112,-0.073523,-0.303676,-0.314338,-0.408934,-0.271964,-0.320663,-0.38607,-0.304029,-0.396748,-0.341375,-0.435685,-0.274131,-0.098302,-0.243426,-0.385064,-0.436612,-0.429298,-0.397416,-0.355637,-0.368079,-0.445902,-0.354198,-0.314899,-0.476294,-0.182676,-0.240654,-0.32634,-0.348139,-0.102601,-0.437388,-0.175292,-0.29942,-0.295828,-0.247259,-0.323484,-0.226763,-0.395633,-0.410385,-0.437663,-0.426223,-0.405424,-0.334834,-0.37797,-0.412551,-0.365119,-0.429969,-0.420107,-0.38204,-0.252385,-0.426203,-0.343354,-0.354962,-0.380564,-0.369805,-0.3631,-0.354458
hsa-mir-3664,0.215725,0.862742,1.539769,-0.37847,-0.307484,-0.768069,1.366435,2.689707,0.180874,1.471774,1.460446,-0.529711,-0.608054,-0.767151,-0.699077,-0.744251,1.564076,-0.495383,-0.392243,-1.309269,0.873286,1.240839,0.976292,-0.011265,-0.035936,-0.870696,-0.121759,1.699457,1.471142,-0.713963,-1.309269,-0.131955,-0.871154,0.979732,0.213006,-1.309269,-1.309269,0.457799,-1.309269,0.522222,-0.000527,0.608951,2.6522,0.234933,0.614284,-1.309269,0.384315,0.229098,-0.521658,-1.309269,-0.739893,0.29938,0.615272,2.419641,-0.24063,-0.409471,2.370332,-0.403109,-0.707755,-0.748822,-0.523041,0.305155,1.410224,-0.126558,-0.495891,0.941459,-1.309269,0.026449,-0.761414,3.212294,0.225728,0.282805,-1.309269,-0.792197,0.117339,-0.265394,0.715366,-0.586613,-0.349655,0.138391,0.648366,-1.309269,-1.309269,0.232723,-0.181348,0.228909,0.370154,1.622008,-0.558062,-1.309269,0.048432,-1.309269,-1.309269,-0.781114,-0.486159,-1.309269,0.276736,-0.769961,-0.283983,0.905538,-1.309269,-0.669233,0.062076,1.121088,0.449651,-1.309269,-0.106526,-0.226349,0.754239,-1.309269,-0.38401,0.316964,-1.309269,0.377275,1.315952,-0.301532,-0.702175,-0.198393,-0.229373,-0.795062,2.015019,-0.665422
